type;action;artifact
2;filter;['employees', 'training status', 'training status', 'training status', 'training status', 'training status', 'training status', 'unknown', 'cases', 'login events', 'usable scans', 'prefix', 'data', 'activity', 'event type activity', 'service account name', 'array', 'process', 'URL', 'hash', 'detection', 'URLs', 'kill command', 'kill command', 'vulnerabilities risk score', 'sites', 'result', 'ip list', 'domain list', 'list', 'pgp mail', 'ip list', 'found ip list', 'positive list', 'ip list', 'malicious list', 'data', 'data', 'inactive account', 'matching domain', 'os', 'host', 'risk rule', 'notable artifact', 'high risk artifact', 'event id', 'case', 'artifact score', 'response', 'matching asset', 'matching identity', 'score', 'emailaddress', 'sha256', 'ip', 'host', 'url', 'md5', 'sha1', 'list', 'block list', 'spam list', 'training status', 'array', 'process', 'URL', 'hash', 'array', 'process', 'URL', 'hash', 'array', 'process', 'URL', 'hash', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'result', 'ip list', 'found ip list', 'ip list', 'found ip list', 'positive list', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'host', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'risk rule', 'notable artifact', 'event id', 'event id', 'event id', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'event id', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data']
4;finalize;['behavior profile']
4;find;['inactive users', 'attacker IP', 'approval record', 'related records', 'related alerts', 'email thread', 'records', 'similar alerts', 'similar alerts', 'flag comment', 'asset', 'communications records', 'related records', 'asset', 'template', 'story', 'questions', 'sentences', 'file', 'asset', 'IP', 'commands', 'threat activity', 'sender', 'subject', 'relay', 'forwarding', 'extensions', 'URLs', 'urls', 'results', 'emails', 'domain', 'hostname', 'vulnerability information', 'asset', 'DN', 'message', 'email', 'emails', 'asset id', 'issues', 'issues', 'ticket', 'agents', 'asset id', 'asset', 'malware', 'supported indicator type', 'matching playbook', 'related event', 'identity', 'asset', 'data', 'hash', 'datastore entry id', 'due date', 'incidents', 'similar incidents', 'similar incidents', 'similar incidents', 'closed incidents', 'asset', 'email thread', 'related alerts', 'vulnerability information', 'vulnerability information', 'vulnerability information', 'DN', 'DN', 'DN', 'asset id', 'DN', 'DN', 'related event', 'hash', 'datastore entry id', 'hash', 'datastore entry id']
1;finish;['workflow']
1;fire;['detection rule', 'rule']
2;flatten;['json', 'report item']
5;force;['failure', 'password resets', 'password resets', 'password resets']
2;form;['URL']
2;format;['message', 'return', 'ID list', 'threat', 'subject', 'whois', 'URL results', 'detontation results', 'email', 'ip results', 'whois', 'domain results', 'callback IP', 'malware information', 'report', 'URL', 'IP', 'URL', 'domain', 'alert', 'alert', 'alert', 'alert', 'alert', 'data', 'ticket_description', 'note', 'note', 'host list prompt', 'custom note', 'zip', 'file removal', 'data collection script', 'containment note', 'case output', 'merge output', 'join', 'playbook note', 'summary note', 'end note', 'prompt', 'note', 'event name', 'url', 'asset query', 'identity query', 'error note', 'final note', 'close task', 'verdict', 'string', 'json', 'string', 'json', 'datetime', 'description', 'signature', 'title', 'description', 'ioc', 'removable media system error ticket', 'ticket alert', 'ticket', 'stix bundle', 'stix sighting', 'misp data', 'ids rule', 'review info', 'ids rule', 'local enrichment query', 'output', 'return', 'whois', 'callback IP', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'alert', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'host list prompt', 'custom note', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'note', 'prompt', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'datetime', 'ticket', 'ids rule', 'ids rule']
3;forward;['suspicious triage email', 'email']
4;gather;['signature information', 'case data', 'relevant alert', 'alert data', 'iocs', 'case ioc', 'blocked file digest', 'account info', 'privilege directory info', 'service users', 'service alert details', 'system alert information', 'signature information', 'service alert details']
4,3;generate;['report', 'war room summary', 'date', 'service use report', 'backup info', 'hashes', 'rapcve report', 'hash', 'vulnerability list', 'delete command', 'report header', 'investigation summary report', 'summary report', 'ticket', 'internal traffic alert', 'internal traffic alert', 'service heartbeat alert', 'attachment file hashes', 'ticket', 'recovery ticket', 'heartbeat failure ticket', 'email response ticket', 'ip response ticket', 'stix bundle', 'stix bundle', 'vulnerability list', 'delete command', 'investigation summary report', 'ticket']
4;geolocate;['ip address', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip', 'ip']
4;get;['user status', 'records', 'records', 'records', 'incident lead teams', 'SLA', 'SLA details', 'current SLA ', 'reputation', 'URL reputation', 'reputation', 'file reputation', 'team emails', 'unread emails', 'unread emails', 'running process', 'available assignees', 'file analysis details', 'summary', 'sample status', 'malicious indicator', 'alert IRI', 'indicators', 'SLA details', 'SLA time list', 'sla details enterprise', 'domain reputation', 'URL reputation', 'file details', 'additional info', 'not found', 'relations', 'WhoIs information', 'enrichment summary', 'domain reputation', 'reputation', 'domain reputation', 'domain reputation', 'email reputation', 'email reputation', 'file reputation', 'file reputation', 'highest score', 'scan results', 'scan status', 'file details', 'file reputation', 'reputation', 'hostname', 'whois information', 'reputation', 'ip reputation', 'scan status', ' url reputation', 'screenshot url', 'additional summary', 'url reputation', 'user details', 'expired indicators', 'connector version', 'Email Id', 'failures', 'workflow details', 'owner difference', 'owner difference', 'indicator data', 'URL reputation', 'file reputation', 'action', 'member information', 'hire information', 'detection details', 'detections', 'domain age', 'hexadecimal domain', 'parked score', 'domain status', 'bearer token', 'deep analysis', 'analyzer report', 'hash', 'screenshots', 'user input', 'information', 'url', 'story', 'content', 'stories', 'IAM users', 'service last accessed details', 'authenticated details', 'members', 'attachment content', 'attachment', 'user details', 'channel history', 'resource id', 'user information', 'global resource', 'event', 'level status', 'level status', 'level status', 'iocs', 'defender detections', 'leads', 'leads', 'report', 'canary token details', 'canarybird details', 'canary incident', 'unresolved threats', 'access token', 'file metadata', 'file contents', 'results', 'stories', 'form input', 'object list', 'live response session', 'command results', 'tor nodes', 'event', 'users', 'breached credentials', 'email addresses', 'logins', 'login logs', 'issue transitions', 'site', 'user profile', 'default site', 'site drives', 'job results', 'message details', 'attachment data', 'asset id', 'attachment details', 'team id', 'production stories', 'folder id', 'advisories', 'advisories', 'RSS feed', 'logins', 'auth token', 'detections', 'bearer token', 'analysis results', 'rss feed', 'article', 'user account', 'logging info', 'issue assignee', 'event', 'objects', 'result digest', 'notification', 'security group', 'security group rule id', 'instances', 'snapshot', 'availability zone', 'instance status', 'root volume name', 'bucket policy', 'webhook message', 'incident', 'user', 'IP geo lookup', 'ips', 'incidents', 'security group IP range', 'chrome extensions', 'search status', 'results', 'open tickets', 'SLA violation', 'connection', 'latest issues', 'issues', 'cases', 'webhook action', 'future lookup domain', 'future lookup ip', 'future lookup hash', 'trainings', 'users', 'alert verification', 'MNDA status', 'bearer token', 'user', 'user', 'updated user', 'user', 'issue', 'user input', 'DWD token', 'single project', 'issues', 'gcp bearer', 'auth token', 'alerts', 'messages', 'converstation', 'messages', 'user info', 'distribution list', 'new distribution list', 'global resource', 'signature', 'task status', 'response result', 'alerts', 'host scan result', 'scan detections', 'service definition', 'details', 'details', 'details', 'details', 'details', 'details', 'details', 'details', 'details', 'details', 'details', 'incident', 'service request', 'report', 'attachment', 'reporter', 'report', 'analytics', 'threat profile', 'host info', 'file status', 'file metadata', 'file', 'script manifest', 'script results', 'users', 'user', 'profiles', 'profiles', 'landing page', 'templates', 'template', 'campaigns', 'campaigns', 'campaigns', 'campaigns', 'groups', 'group', 'group summary', 'group summary', 'insights', 'details', 'entity details', 'details', 'entities', 'signals', 'entities', 'insight', 'case info', 'status cases', 'users', 'organizations', 'event list', 'event details', 'file', 'exclusions', 'incidents', 'flows', 'files', 'pcaps', 'components', 'trackers', 'pdns details', 'host pairs', 'incident attachment', 'incident attachment', 'incident', 'recorded entities', 'IP', 'domains', 'files', 'URLS', 'threat hash', 'threat Ips', 'threat URLs', 'threat cdomains', 'threat vulnerabilities', 'domain rules', 'hash rules', 'IP rules', 'URL rules', 'vulnerability rules', 'alert rules', 'alerts', 'incidents', 'ticket info', 'ticket', 'group', 'ticket', 'ticket notes', 'http', 'simulation', 'tags', 'indicator', 'indicators', 'indicators', 'indicators', 'groups', 'indicator types', 'group', 'group tags', 'group indicators', 'groups', 'group security labels', 'group attribute', 'indicators', 'report', 'detection', 'host', 'settings', 'triage', 'sensors', 'atp list alerts', 'machines', 'machine', 'ticket', 'IP zone', 'change info', 'threats', 'URL', 'detontation results', 'whois', 'destination user', 'whois information', 'indicators', 'threat feed', 'url category list', 'results', 'intelligence', 'id', 'login events', 'blacklisted ips', 'CSV data', 'attachment', 'integrations', 'scoring', 'offenses', 'installation events', 'siem notables', 'details', 'batch data', 'failure', 'distinct fields', 'distinct fields', 'ioc', 'file paths', 'judgements', 'highest rank', 'event type', 'command history', 'command', 'port destinations', 'allowed indicators', 'allowed indicators', 'untrusted traffic', 'threat alerts', 'threats', 'threat activity', 'uncommon ports', 'allowed traffic', 'trusted ips', 'nat traffic', 'nat destination', 'NAT destination', 'indicators', 'inbound connections', 'port knocking', 'timings', 'indicator ports', 'ports', 'full URL', 'senders', 'forwarding indicators', 'spwaning child process', 'alerts', 'baseline activity', 'alert priority', 'cases', 'alerts', 'hiigh priority alerts', 'activity', 'sessions', 'activity', 'activity', 'management activity', 'scores', 'activity', 'DNS amplification', 'indicators', 'indicators', 'local connection', 'columns', 'node', 'tags', 'powershell results', 'MITRE sample data', 'registry', 'regex', 'user activity', 'user activity', 'user activity', 'user agent', 'http access logs', 'webhook', 'ioc', 'network SSIDs', 'networks', 'IP address country', 'vulnerabilities', 'vulnerability', 'tag', 'vulnerability details', 'blacklist', 'date', 'user response', 'domain', 'incident details', 'scanned assets', 'top 25 remediations', 'top remediations', 'asset details', 'asset', 'asset', 'inactive assets', 'hostnames', 'asset', 'inactive assets', 'datetime', 'datetime', 'user', 'user confidence index', 'time', 'CVE', 'hash', 'results', 'vt url scan report', 'mimecast url results', 'XDR details', 'time', 'domain logs', 'mimecast url logs', 'report', 'domain', 'XDR outbound logs ', 'umbrella visists', 'IP', 'search results', 'report count', 'url scan results', 'scan results', 'report', 'scan results totals', 'url scan report', 'domain', 'asset', 'image', 'ipstack', 'vulnerability count', 'top asset remediations', 'group', 'site', 'vulnerabilities', 'basename', 'impacted assets', 'vulnerabilities', 'vulnerable assets', 'vulnerabilitiy information', 'asset information', 'expriring exceptions', 'asset group', 'auto approves', 'vulnerability details', 'assets', 'tags', 'sites', 'site list', 'Top 10 assets', 'file verdict', 'results', 'result', 'jobs id ', 'scan', 'domain report', 'date time', 'vulnerability sync batch', 'dayofweeks', 'work days', 'currentdays', 'currentmonths', 'hours minutes', 'currentyear', 'file hash', 'sender domain', 'agent details', 'scan status', 'risk score', 'scanned risk score', 'host', 'aid', 'detections', 'detections', 'domain', 'sender', 'currenttime', 'IDR incident', 'InsightIDR ticket', 'blacklist', 'URLs', 'updated blacklist', 'blacklist diff', 'blacklist diff', 'updated Zscaler blacklist', 'zscaler blacklist', 'blacklisted URL', 'Zscaler object', 'blacklist URL', 'URL blacklist', 'blacklisted URLs', 'tags', 'asset id', 'asset tags', 'alert details', 'CVEs', 'scan results', 'vulnerabilities', 'row count', 'cell value', 'installed software', 'rows', 'date', 'interfaces status', 'columns count', 'file modified date', 'file size', 'folder size', 'file', 'incident status', 'open incidents', 'incident open duration', 'service response', 'object', 'window event logs', 'service list', 'event', 'vm info', 'applications pool status', 'operating system', 'cpu', 'memory', 'system uptime', 'imap email', 'domain report', 'analyzer result', 'messages list', 'mail details', 'emails', 'url report', 'domain report', 'cache value', 'hash', 'ip report', 'url report', 'list agents', 'list team rooms', 'message details', 'emails', 'manager contact details', 'ip reputation', 'similar cases', 'technique details', 'techniques mitigations', 'certificate details', 'unused account', 'process file', 'report', 'user attributes', 'process detail', 'system info', 'indicator', 'pcap', 'status', 'protocols', 'device info', 'peers', 'devices', 'system info', 'file', 'notable history', 'process info', 'children of java', 'notable history', 'process info', 'children of java', 'output zip file', 'zip', 'screenshot', 'screenshot', 'system attributes', 'pcap', 'user attributes', 'contained indicators', 'marked indicators', 'indicator status', 'asset detail', 'effective user', 'indicator tag', 'container update info', 'artifact update severity', 'artifact update notable', 'asset', 'suspected indicator', 'data', 'playbook owner', 'ticket', 'email', 'users', 'detections', 'owner list', 'covid-19 stats', 'case', 'death', 'recovered', 'indicator', 'atd report', 'severity', 'high severity', 'medium severity', 'document', 'keywords', 'keywords', 'json', 'data', 'data', 'rsa archer record', 'actor array length', 'adversary name', 'associated domains', 'historical date', 'sixgill host', 'observation time', 'ssl hash', 'hostname', 'related domain list', 'datastore', 'owner list', 'owner', 'owner list', 'owner list', 'owner list', 'assets', 'victim', 'alert id results', 'alerts', 'rule id', 'alert ids', 'rss url', 'threatconnect event', 'webpage contents', 'keyword search result', 'keyword search result', 'keyword search result', 'keywords', 'file insight ', 'Watchtower auth', 'threatconnect file', 'file protection', 'file', 'threatintel auth', 'file', 'response', 'threatconnect host', 'links', 'threatconnect signature', 'query signature', 'update', 'queries list document', 'threatconnect adversary', 'threatconnect incident', 'threatconnect campaign', 'threatconnect document', 'threatconnect email', 'threatconnect signature', 'threatconnect threat', 'indicator', 'file', 'threatconnect group', 'client', 'array length', 'API', 'threatconnect indicator', 'indicator', 'indicators', 'existing group', 'attributes', 'document group', 'document file', 'wildfire verdict', 'wildfire report', 'wildfire report pdf', 'market place', 'sample name', 'incident', 'email body', 'malicious URLs', 'URL results', 'URL scan report', 'URL scan sync', 'user response', 'vmray results', 'document', 'vmray iocs', 'malware sample', 'api call', 'API result', 'API', 'url', 'query', 'query', 'account info', 'user details', 'user details', 'manager details', 'task status', 'verification prompt', 'endpoint groups', 'groups', 'user groups', 'usernames', 'hostnames', 'endpoints', 'usernames', 'severity status', 'incident severity', 'DBotScore', 'Okta user id', 'endpoint information', 'file quarantine status', 'hashes', 'hashes', 'hashes', 'zip file details', 'CVE information', 'CVE information', 'CVE vulnerabilitiy details', 'MD5 hash', 'email address', 'URL Dbot score', 'IP internal Dbot score', 'hash internal Dbot score', 'analysis', 'report', 'report', 'report', 'report', 'domain category', 'email address info', 'information', 'host information', 'host information', 'device id', 'host information', 'host information', 'host information', 'wildfire report', 'wildfire verdict', 'md5 hash reputation', 'hash reputation', 'hash reputation', 'threat information', 'endpoint', 'endpoint', 'endpoint', 'original email', 'email attachment', 'attachments', 'details', 'IP report', 'ip report', 'device profile', 'employee information', 'MITRE name', 'screenshots', 'urls', 'hostnames', 'phishing domain', 'hostname', 'url screenshot', 'URL report', 'time', 'mst user', 'file hash positive machine list', 'est scan result', 'ip info', 'source content', 'broker feed', 'records', 'records', 'SLA details', 'reputation', 'reputation', 'reputation', 'reputation', 'URL reputation', 'available assignees', 'records', 'running process', 'SLA details', 'SLA details', 'current SLA ', 'SLA', 'domain reputation', 'reputation', 'reputation', 'enrichment summary', 'file reputation', 'reputation', 'enrichment summary', 'enrichment summary', 'sample status', 'enrichment summary', 'reputation', 'enrichment summary', 'WhoIs information', 'highest score', 'file details', 'reputation', 'URL reputation', 'URL reputation', 'enrichment summary', 'reputation', 'records', 'reputation', 'SLA details', 'SLA details', 'connector version', 'Email Id', 'file reputation', 'email reputation', 'reputation', 'reputation', 'file reputation', 'enrichment summary', 'reputation', 'url reputation', 'analyzer report', 'user input', 'IAM users', 'action', 'member information', 'user information', 'member information', 'user information', 'member information', 'information', 'iocs', 'action', 'unresolved threats', 'access token', 'content', 'user input', 'action', 'unresolved threats', 'member information', 'member information', 'login logs', 'detection details', 'issue assignee', 'event', 'incident', 'user', 'security group IP range', 'action', 'stories', 'cases', 'issues', 'distribution list', 'action', 'signature', 'action', 'incident attachment', 'incident', 'domains', 'CSV data', 'CSV data', 'integrations', 'cases', 'tags', 'tags', 'node', 'node', 'node', 'columns', 'columns', 'columns', 'columns', 'columns', 'node', 'columns', 'scoring', 'network SSIDs', 'networks', 'vulnerability details', 'blacklist', 'date', 'scanned assets', 'top 25 remediations', 'top 25 remediations', 'top 25 remediations', 'date', 'hostnames', 'CVE', 'url scan report', 'user', 'inactive assets', 'inactive assets', 'tag', 'top remediations', 'vulnerabilities', 'vulnerability', 'impacted assets', 'vulnerabilities', 'vulnerable assets', 'vulnerabilitiy information', 'asset information', 'result', 'file hash', 'file hash', 'file hash', 'asset group', 'auto approves', 'vulnerability details', 'assets', 'tags', 'sites', 'agent details', 'scan status', 'risk score', 'scanned risk score', 'vulnerability', 'vulnerability', 'time', 'user', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'installed software', 'rows', 'row count', 'cell value', 'installed software', 'row count', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'date', 'row count', 'row count', 'row count', 'cell value', 'row count', 'rows', 'row count', 'cell value', 'row count', 'row count', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'date', 'row count', 'cell value', 'date', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'row count', 'cell value', 'rows', 'row count', 'row count', 'cell value', 'file size', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'rows', 'row count', 'cell value', 'rows', 'rows', 'row count', 'row count', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'file', 'date', 'row count', 'open incidents', 'row count', 'open incidents', 'row count', 'cell value', 'row count', 'cell value', 'service response', 'row count', 'service response', 'row count', 'service response', 'service response', 'object', 'row count', 'cell value', 'object', 'row count', 'cell value', 'row count', 'service response', 'service response', 'service response', 'object', 'row count', 'object', 'row count', 'service response', 'row count', 'window event logs', 'row count', 'window event logs', 'rows', 'row count', 'rows', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'window event logs', 'row count', 'row count', 'cell value', 'window event logs', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'window event logs', 'row count', 'row count', 'cell value', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'cell value', 'row count', 'cell value', 'cell value', 'cell value', 'cell value', 'row count', 'cell value', 'date', 'row count', 'cell value', 'cell value', 'row count', 'cell value', 'date', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'row count', 'date', 'row count', 'cell value', 'date', 'row count', 'row count', 'date', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'row count', 'row count', 'cell value', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'date', 'row count', 'cell value', 'row count', 'cell value', 'row count', 'cell value', 'window event logs', 'file', 'rows', 'row count', 'cell value', 'row count', 'row count', 'window event logs', 'row count', 'window event logs', 'row count', 'window event logs', 'row count', 'cell value', 'row count', 'cache value', 'cache value', 'manager contact details', 'manager contact details', 'manager contact details', 'ip reputation', 'manager contact details', 'manager contact details', 'similar cases', 'pcap', 'device info', 'device info', 'peers', 'protocols', 'peers', 'protocols', 'device info', 'protocols', 'peers', 'output zip file', 'file', 'user attributes', 'user attributes', 'file', 'file', 'report', 'file', 'effective user', 'file', 'system info', 'system info', 'system info', 'system info', 'data', 'data', 'effective user', 'report', 'screenshot', 'data', 'report', 'report', 'report', 'system info', 'system info', 'system info', 'system info', 'system info', 'user attributes', 'file', 'system info', 'user attributes', 'data', 'data', 'data', 'data', 'document', 'threatconnect file', 'Watchtower auth', 'file insight ', 'threatconnect file', 'Watchtower auth', 'threatconnect file', 'threatintel auth', 'threatconnect file', 'Watchtower auth', 'threatconnect file', 'Watchtower auth', 'Watchtower auth', 'Watchtower auth', 'Watchtower auth', 'Watchtower auth', 'Watchtower auth', 'json', 'json', 'threatconnect signature', 'json', 'data', 'threatconnect indicator', 'json', 'data', 'market place', 'data', 'json', 'data', 'json', 'json', 'Okta user id', 'hash internal Dbot score', 'analysis', 'report', 'report', 'task status', 'screenshots', 'report', 'source content']
