playbook_id;step_id;vendor;playbook_name;playbook_description;step_names;step_types;step_description;actuator;action;artifact;automation
p384;s4229;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;expands malicious attachment qids;;Platform expands malicious attachment qids;Platform;expand;attachment qids;1
p384;s4230;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;joins malicious url qids to Original Logs;;Platform joins malicious url qids to Original Logs;Platform;join;URL QIDS;1
p384;s4231;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;joins malicious attachment qids to Original Logs;;Platform joins malicious attachment qids to Original Logs;Platform;join;attachment qids;1
p384;s4232;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;converts malicious attachment recipients to array;;Platform converts malicious attachment recipients to array;Platform;convert;attachment;1
p384;s4233;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;makes Individual Recipients From Malicious Attachment Recipients;;Platform makes Individual Recipients From Malicious Attachment Recipients;Platform;make;recipient sender;1
p384;s4234;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Malicious URL Delivered in Email;;Platform indicators Malicious URL Delivered in Email;Platform;check;emails;1
p384;s4236;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;removes probable benign attachments;;Platform removes probable benign attachments;Platform;remove;attachments;1
p384;s4237;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Blocked Subject Delivered;;Platform indicators Blocked Subject Delivered;Platform;check;email status;1
p384;s4238;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Email From Blocked Sender Delivered;;Platform indicators Email From Blocked Sender Delivered;Platform;check;email status;1
p384;s4239;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Double Extension Attachment Delivered;;Platform indicators Double Extension Attachment Delivered;Platform;check;email status;1
p384;s4240;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Common Attachment User Execution;;Platform indicators Common Attachment User Execution;Platform;check;user execution;1
p384;s4241;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Proofpoint Space After Filename;;Platform indicators Proofpoint Space After Filename;Platform;check;proofpoint;1
p384;s4242;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Email From Blocked Relay Delivered;;Platform indicators Email From Blocked Relay Delivered;Platform;check;email status;1
p384;s4243;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Uncommon Attachment User Execution;;Platform indicators Uncommon Attachment User Execution;Platform;check;user execution;1
p384;s4244;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Malicious Attachment Delivered;;Platform indicators Malicious Attachment Delivered;Platform;check;email status;1
p384;s4245;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;converts Internal Recipients To Array;;Platform converts Internal Recipients To Array;Platform;convert;internal recipients;1
p384;s4246;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;makes Individual Internal Recipients;;Platform makes Individual Internal Recipients;Platform;make;individual internal recipients;1
p384;s4247;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;finds Internal Stopped Emails;;Platform finds Internal Stopped Emails;Platform;find;emails;1
p384;s4248;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;senders and Recipients With Same Domain;;Platform senders and Recipients With Same Domain;Platform;check;domain;1
p384;s4249;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;finds sender and recipient domains;;Platform finds sender and recipient domains;Platform;find;domain;1
p384;s4250;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Possible Internal Spearphishing;;Platform indicators Possible Internal Spearphishing;Platform;check;spearphishin;1
p384;s4252;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;ensures columns for Blocked outbound emails;;Platform ensures columns for Blocked outbound emails;Platform;ensure;columns;1
p384;s4253;LogicHub;yyy_a_Detection - Proofpoint_Monitoring;no description;indicators Blocked outbound emails;;Platform indicators Blocked outbound emails;Platform;check;indicators;1
p385;s4255;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Network Connections To Uncommon Commands;;Platform limits Network Connections To Uncommon Commands;Platform;limit;network connection;1
p385;s4257;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators System Time Discovery;;Platform indicators System Time Discovery;Platform;check;indicators;1
p385;s4258;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Possible Unix Account Discovery;;Platform indicators Possible Unix Account Discovery;Platform;check;indicators;1
p385;s4259;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;systems Owner User Discovery;;Platform systems Owner User Discovery;Platform;check;system owner;1
p385;s4260;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Network Configuration To Uncommon Commands;;Platform limits Network Configuration To Uncommon Commands;Platform;limit;network configuration;1
p385;s4261;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;processs Discovery;;Platform processs Discovery;Platform;discover;process;1
p385;s4262;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Virtualization Sandbox Evasion To Uncommon Commands;;Platform limits Virtualization Sandbox Evasion To Uncommon Commands;Platform;limit;virtualization sandbox;1
p385;s4263;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;remotes System Discovery;;Platform remotes System Discovery;Platform;discover;remote system uncommon discovery;1
p385;s4264;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators System Information Discovery;;Platform indicators System Information Discovery;Platform;discover;indicators system information;1
p385;s4265;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Fa DD To Uncommon Commands;;Platform limits Fa DD To Uncommon Commands;Platform;limit;command;1
p385;s4266;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Process Discovery To Uncommon Commands;;Platform limits Process Discovery To Uncommon Commands;Platform;limit;process discovery;1
p385;s4267;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;files And Directory Discovery;;Platform files And Directory Discovery;Platform;discover;files;1
p385;s4268;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Account Discovery To Uncommon Commands;;Platform limits Account Discovery To Uncommon Commands;Platform;limit;account delivery;1
p385;s4269;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;unixs Discovery Techniques;;Platform unixs Discovery Techniques;Platform;discover;UNIX;1
p385;s4270;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;systems Network Configuration Discovery;;Platform systems Network Configuration Discovery;Platform;discover;system network configurations;1
p385;s4271;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits System Service Discovery To Uncommon Commands;;Platform limits System Service Discovery To Uncommon Commands;Platform;limit;system service discovery;1
p385;s4272;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;virtualizations Sandbox Evasion;;Platform virtualizations Sandbox Evasion;Platform;evade;virtualization sandbox;1
p385;s4273;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Possible File And Directory Discovery;;Platform indicators Possible File And Directory Discovery;Platform;discover;file indicators;1
p385;s4274;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Peripheral Device Discovery To Uncommon Commands;;Platform limits Peripheral Device Discovery To Uncommon Commands;Platform;limit;peripherals device;1
p385;s4275;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Virtualization Sandbox Evasion;;Platform indicators Virtualization Sandbox Evasion;Platform;evade;virtualization sandbox indicators;1
p385;s4276;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits System Time Discovery To Uncommon Commands;;Platform limits System Time Discovery To Uncommon Commands;Platform;limit;system time discovery;1
p385;s4277;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;permissions Groups Discovery;;Platform permissions Groups Discovery;Platform;discover;permissions groups;1
p385;s4278;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;systems Time Discovery;;Platform systems Time Discovery;Platform;discover;system time;1
p385;s4279;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Remote System Discovery To Uncommon Commands;;Platform limits Remote System Discovery To Uncommon Commands;Platform;limit;remote system discovery;1
p385;s4280;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;systems Information Discovery;;Platform systems Information Discovery;Platform;discover;system information;1
p385;s4281;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Security Software Discovery To Uncommon Commands;;Platform limits Security Software Discovery To Uncommon Commands;Platform;limit;security software discovery;1
p385;s4282;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;securitys Software Discovery;;Platform securitys Software Discovery;Platform;discover;security software;1
p385;s4283;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Possible Unix Network Configuration Discovery;;Platform indicators Possible Unix Network Configuration Discovery;Platform;check;network configuration indicators;1
p385;s4284;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Security Software Discovery;;Platform indicators Security Software Discovery;Platform;discovery;security software indicators;1
p385;s4285;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;systems Service Discovery;;Platform systems Service Discovery;Platform;discover;system service;1
p385;s4286;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits System Information Discovery To Uncommon Commands;;Platform limits System Information Discovery To Uncommon Commands;Platform;limit;system information discovery;1
p385;s4287;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Permission Groups Discovery To Uncommon Commands;;Platform limits Permission Groups Discovery To Uncommon Commands;Platform;limit;permission group discovery;1
p385;s4288;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Peripheral Device Discovery;;Platform indicators Peripheral Device Discovery;Platform;discover;peripherals device;1
p385;s4289;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Remote System Discovery;;Platform indicators Remote System Discovery;Platform;discover;remote system;1
p385;s4290;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Permission Groups Discovery;;Platform indicators Permission Groups Discovery;Platform;discover;permission group;1
p385;s4291;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators System Service Discovery;;Platform indicators System Service Discovery;Platform;discover;system service;1
p385;s4292;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators System Owner User Discovery;;Platform indicators System Owner User Discovery;Platform;discover;system owner;1
p385;s4293;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;peripherals Device Discovery;;Platform peripherals Device Discovery;Platform;discover;peripheral device;1
p385;s4294;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;systemss Network Connections Discovery;;Platform systemss Network Connections Discovery;Platform;discover;network connection;1
p385;s4295;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;accounts Discovery;;Platform accounts Discovery;Platform;discover;account;1
p385;s4296;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;softwares Discovery;;Platform softwares Discovery;Platform;discover;software;1
p385;s4297;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Process Discovery;;Platform indicators Process Discovery;Platform;discover;process indicators;1
p385;s4298;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits Software Discovery To Uncommon Commands;;Platform limits Software Discovery To Uncommon Commands;Platform;limit;sofware discovery;1
p385;s4299;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Software Discovery;;Platform indicators Software Discovery;Platform;discover;sofware indicators;1
p385;s4300;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;limits System Owner User Discovery To Uncommon Commands;;Platform limits System Owner User Discovery To Uncommon Commands;Platform;limit;system owner;1
p385;s4302;LogicHub;yyy_a_Detection - Unix_Discovery_Techniques;no description;indicators Possible Unix Network Connections Discovery;;Platform indicators Possible Unix Network Connections Discovery;Platform;discover;network connection indicators;1
